Site,Lat.South,Long.East,Alt.AHD,Date,PM10.24h.mcrg.m3,CO.24h.ppm,SO2.24h.pphm,NO.24h.pphm,NO2.24h.pphm,OZONE.24h.pphm.1
CARRINGTON,-32.90972,151.7633,5,84,,,0.1,1.5,1.4,
CHULLORA,-33.89157,151.04606,32,84,,0.2,0.1,1.9,1.3,0.7
COFFS HARBOUR,-30.29831,153.11808,21,84,,0.2,,0.2,0.6,1.4
COOK AND PHILLIP,-33.87247,151.21334,26,84,,0.1,0,1.9,1.8,0.5
EARLWOOD,-33.91618,151.13579,7,84,,,,1.4,1.4,0.7
GOULBURN,-34.73451,149.72421,702,84,,,,0.1,0.5,1.9
GUNNEDAH,-30.98188,150.26067,272,84,,,,0.2,0.4,1.4
KEMBLA GRANGE,-34.47442,150.81916,5,84,,,,0.4,0.5,1.5
LIDCOMBE,-33.88141,151.04678,39,84,,0.3,0,1.3,1.5,0.8
LIVERPOOL,-33.9313,150.9073,22,84,11,0.1,0.1,2.2,1.4,0.8
MACQUARIE PARK,-33.76528,151.11777,49,84,,0.3,0,0.3,0.9,0.7
MAYFIELD,-32.88506,151.72835,5,84,,,0.1,1.3,1.3,
MERRIWA,-32.12578,150.4593,406,84,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,84,,,0,1.3,0.7,
NEWCASTLE,-32.93118,151.75963,5,84,,0.3,0.1,1,1,1.1
OAKDALE,-34.05171,150.49819,457,84,,,,0,0.1,2.5
PENRITH,-33.7269,150.7038,27,84,,0.2,0,0.8,0.5,1.1
PORT MACQUARIE,-31.44776,152.87653,73,84,,0.2,0,0.1,0.3,1.6
RANDWICK,-33.93178,151.2428,28,84,10.8,,0.1,1,1.1,1.1
RICHMOND,-33.61644,150.74735,21,84,,,0,0.3,0.2,1.3
ROUSE HILL,-33.68276,150.90371,73,84,,0.3,0,0.2,0.7,1.2
ROZELLE,-33.86435,151.16393,22,84,10.4,0.3,0.1,1,1.3,0.9
SINGLETON,-32.55748,151.17688,42,84,,,0.1,1,0.8,
ST MARYS,-33.79516,150.7668,29,84,,,,0.7,0.5,1.2
STOCKTON,-32.90197,151.78427,5,84,,,0.1,1.3,1.6,
WALLSEND,-32.89439,151.67021,8,84,,,0.1,0.7,0.8,1.2
WOLLONGONG,-34.41706,150.88733,15,84,,0.2,0.1,0.5,1.2,1.3
WYONG,-33.27897,151.43241,3,84,,0.1,0,0.8,0.7,1.3
BARGO,-34.3063,150.5806,365,85,,,0,0,0.2,2.9
BERESFIELD,-32.79679,151.66102,14,85,,,0.1,0.1,0.5,1.8
BRADFIELD HIGHWAY,-33.84343,151.21142,36,85,,0.1,0,2.3,1.8,1.5
BRINGELLY,-33.91765,150.76193,53,85,5.9,,0,0,-0.1,2.6
CAMDEN,-34.0417,150.69014,73,85,,0.1,,0,0.1,2.9
CAMPBELLTOWN WEST,-34.06667,150.79554,112,85,,0.2,0,0,0.2,2.5
CARRINGTON,-32.90972,151.7633,5,85,,,0.1,0,0.5,
CHULLORA,-33.89157,151.04606,32,85,,0,0,0.2,0.5,2.2
COFFS HARBOUR,-30.29831,153.11808,21,85,,0.2,,0.1,0.5,2.4
COOK AND PHILLIP,-33.87247,151.21334,26,85,,0,0,0.4,1.1,1.7
EARLWOOD,-33.91618,151.13579,7,85,,,,0,0.3,2.5
GOULBURN,-34.73451,149.72421,702,85,,,,-0.1,0.2,2.9
GUNNEDAH,-30.98188,150.26067,272,85,,,,0.2,0.3,1.5
KEMBLA GRANGE,-34.47442,150.81916,5,85,,,,0,0.1,3
LIDCOMBE,-33.88141,151.04678,39,85,,0.2,0,0.1,0.6,2.3
LIVERPOOL,-33.9313,150.9073,22,85,8,0,0,0,0.5,2.5
MACQUARIE PARK,-33.76528,151.11777,49,85,,0.2,0,0,0.5,2.3
MAYFIELD,-32.88506,151.72835,5,85,,,0.4,0.3,1.1,
MERRIWA,-32.12578,150.4593,406,85,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,85,,,0.1,1,1,
NEWCASTLE,-32.93118,151.75963,5,85,,0.2,0.2,0,0.4,2.2
OAKDALE,-34.05171,150.49819,457,85,,,,0,0,3
PENRITH,-33.7269,150.7038,27,85,,0.1,0.2,0.7,0.6,2
PORT MACQUARIE,-31.44776,152.87653,73,85,,0.1,0,0.1,-0.1,2.9
RANDWICK,-33.93178,151.2428,28,85,16.9,,0.1,0,0.3,2.9
RICHMOND,-33.61644,150.74735,21,85,,,0,0,-0.1,2.8
ROUSE HILL,-33.68276,150.90371,73,85,,0.1,0,0,0.3,2.5
ROZELLE,-33.86435,151.16393,22,85,11.1,0.1,0,0,0.3,2.6
SINGLETON,-32.55748,151.17688,42,85,,,0,0.1,0.8,
ST MARYS,-33.79516,150.7668,29,85,,,,0,0,2.7
STOCKTON,-32.90197,151.78427,5,85,,,0.1,0.1,0.6,
WALLSEND,-32.89439,151.67021,8,85,,,0.3,0,0.7,1.9
WOLLONGONG,-34.41706,150.88733,15,85,,0.1,0,0,0.3,3
WYONG,-33.27897,151.43241,3,85,,0.1,0,0,0.3,2.5
BARGO,-34.3063,150.5806,365,86,,,0,0,0.3,2.7
BERESFIELD,-32.79679,151.66102,14,86,,,0,0,0.3,2.8
BRADFIELD HIGHWAY,-33.84343,151.21142,36,86,,0.1,0,3.2,1.9,1.2
BRINGELLY,-33.91765,150.76193,53,86,4.4,,0,0,-0.1,2.6
CAMDEN,-34.0417,150.69014,73,86,,0.1,,0,0.1,2.9
CAMPBELLTOWN WEST,-34.06667,150.79554,112,86,,0.1,0,0.1,0.6,2.3
CARRINGTON,-32.90972,151.7633,5,86,,,0.2,0.1,0.6,
CHULLORA,-33.89157,151.04606,32,86,,0,0,0.2,0.7,2.3
COFFS HARBOUR,-30.29831,153.11808,21,86,,0.2,,0.1,0.5,2.7
COOK AND PHILLIP,-33.87247,151.21334,26,86,,0,0,0.5,1.4,1.4
EARLWOOD,-33.91618,151.13579,7,86,,,,-0.1,0.5,2.4
GOULBURN,-34.73451,149.72421,702,86,,,,0.2,0.5,2.3
GUNNEDAH,-30.98188,150.26067,272,86,,,,0.2,0.2,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,86,,,,0,0.1,3
LIDCOMBE,-33.88141,151.04678,39,86,,0.2,0,0.1,0.7,2.4
LIVERPOOL,-33.9313,150.9073,22,86,6.5,0,0,0,0.7,2.4
MACQUARIE PARK,-33.76528,151.11777,49,86,,0.2,0,0,0.6,2.4
MAYFIELD,-32.88506,151.72835,5,86,,,0.5,0.2,0.8,
MERRIWA,-32.12578,150.4593,406,86,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,86,,,0.1,2.3,1.3,
NEWCASTLE,-32.93118,151.75963,5,86,,0.2,,0,0.4,2.4
OAKDALE,-34.05171,150.49819,457,86,,,,0,0,3
PENRITH,-33.7269,150.7038,27,86,,0.1,0.1,0.5,0.8,2.1
PORT MACQUARIE,-31.44776,152.87653,73,86,,0,0,0.1,-0.1,3.3
RANDWICK,-33.93178,151.2428,28,86,12.2,,0.2,0,0.5,2.5
RICHMOND,-33.61644,150.74735,21,86,,,0,0,0.1,2.7
ROUSE HILL,-33.68276,150.90371,73,86,,0.1,0,0,0.4,2.6
ROZELLE,-33.86435,151.16393,22,86,6.7,0.1,0,0,0.4,2.5
SINGLETON,-32.55748,151.17688,42,86,,,0,0.1,0.7,
ST MARYS,-33.79516,150.7668,29,86,,,,0,0.1,2.6
STOCKTON,-32.90197,151.78427,5,86,,,0.3,0.1,0.8,
WALLSEND,-32.89439,151.67021,8,86,,,0.7,0.1,0.6,2.4
WOLLONGONG,-34.41706,150.88733,15,86,,0.1,0,0,0.3,2.9
WYONG,-33.27897,151.43241,3,86,,0,0,0.1,0.3,2.8
BARGO,-34.3063,150.5806,365,87,,,0,0,0.4,2.5
BERESFIELD,-32.79679,151.66102,14,87,,,0.1,0,0.6,2.3
BRADFIELD HIGHWAY,-33.84343,151.21142,36,87,,0.1,0,2.8,1.9,1.4
BRINGELLY,-33.91765,150.76193,53,87,5.9,,0,0,0.2,2.3
CAMDEN,-34.0417,150.69014,73,87,,0.1,,0,0.1,2.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,87,,0.1,0,0.1,0.8,1.9
CARRINGTON,-32.90972,151.7633,5,87,,,0.7,0.1,0.9,
CHULLORA,-33.89157,151.04606,32,87,,0,0,0.2,0.9,1.9
COFFS HARBOUR,-30.29831,153.11808,21,87,,0.2,,0.1,0.4,2.7
COOK AND PHILLIP,-33.87247,151.21334,26,87,,0,0,0.7,1.5,1.4
EARLWOOD,-33.91618,151.13579,7,87,,,,0.1,0.5,2.2
GOULBURN,-34.73451,149.72421,702,87,,,,1,1,1.5
GUNNEDAH,-30.98188,150.26067,272,87,,,,0.5,0.3,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,87,,,,,,
LIDCOMBE,-33.88141,151.04678,39,87,,0.2,0,0.2,0.9,2
LIVERPOOL,-33.9313,150.9073,22,87,6.1,0,0,0.1,0.7,2.3
MACQUARIE PARK,-33.76528,151.11777,49,87,,0.2,0,0,0.6,2.4
MAYFIELD,-32.88506,151.72835,5,87,,,0.4,0.3,1,
MERRIWA,-32.12578,150.4593,406,87,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,87,,,0,4.2,1,
NEWCASTLE,-32.93118,151.75963,5,87,,0.1,0.4,0.1,0.5,2.3
OAKDALE,-34.05171,150.49819,457,87,,,,0,0,2.9
PENRITH,-33.7269,150.7038,27,87,,0.1,0.1,0.4,0.9,1.6
PORT MACQUARIE,-31.44776,152.87653,73,87,,0.1,0.1,0.1,0.1,3
RANDWICK,-33.93178,151.2428,28,87,11,,0.1,0.1,0.6,2.3
RICHMOND,-33.61644,150.74735,21,87,,,0,0,0.2,2
ROUSE HILL,-33.68276,150.90371,73,87,,0.2,0,0.1,0.6,2.2
ROZELLE,-33.86435,151.16393,22,87,9,0.1,0,0.1,0.6,2.2
SINGLETON,-32.55748,151.17688,42,87,,,0.1,1.1,1.5,
ST MARYS,-33.79516,150.7668,29,87,,,,0,0.2,2.2
STOCKTON,-32.90197,151.78427,5,87,,,0.5,0.2,1,
WALLSEND,-32.89439,151.67021,8,87,,,0.4,0.1,0.5,2.5
WOLLONGONG,-34.41706,150.88733,15,87,,0.1,0,0,0.3,2.9
WYONG,-33.27897,151.43241,3,87,,0,0,0.1,0.3,2.7
BARGO,-34.3063,150.5806,365,88,,,0,0,0.3,2.7
BERESFIELD,-32.79679,151.66102,14,88,,,0.4,0.2,0.9,2.1
BRADFIELD HIGHWAY,-33.84343,151.21142,36,88,,0.2,0.1,3.4,2.2,1.1
BRINGELLY,-33.91765,150.76193,53,88,7,,0,0,0.2,2.2
CAMDEN,-34.0417,150.69014,73,88,,0.1,,0,0.2,2.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,88,,0.2,0,0,0.7,2.1
CARRINGTON,-32.90972,151.7633,5,88,,,0.2,0.1,0.7,
CHULLORA,-33.89157,151.04606,32,88,,0,0,0.4,1.1,1.8
COFFS HARBOUR,-30.29831,153.11808,21,88,,0.1,,0.1,0.3,2.7
COOK AND PHILLIP,-33.87247,151.21334,26,88,,0.1,0,0.9,1.7,1.3
EARLWOOD,-33.91618,151.13579,7,88,,,,0.2,0.7,2.1
GOULBURN,-34.73451,149.72421,702,88,,,,0.8,0.7,1.4
GUNNEDAH,-30.98188,150.26067,272,88,,,,0.6,0.5,1.6
KEMBLA GRANGE,-34.47442,150.81916,5,88,,,,,,
LIDCOMBE,-33.88141,151.04678,39,88,,0.2,0,0.2,1.1,1.9
LIVERPOOL,-33.9313,150.9073,22,88,9.8,0,0,0.1,1.1,1.9
MACQUARIE PARK,-33.76528,151.11777,49,88,,0.2,0,0,0.7,2.2
MAYFIELD,-32.88506,151.72835,5,88,,,0.3,0.3,1.1,
MERRIWA,-32.12578,150.4593,406,88,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,88,,,0.2,2.1,1.4,
NEWCASTLE,-32.93118,151.75963,5,88,,0.2,0.2,0.1,0.6,2.1
OAKDALE,-34.05171,150.49819,457,88,,,,0,0,2.9
PENRITH,-33.7269,150.7038,27,88,,0.2,0.1,0.4,0.9,1.8
PORT MACQUARIE,-31.44776,152.87653,73,88,,,,,,
RANDWICK,-33.93178,151.2428,28,88,15.9,,0.2,0,0.8,2.3
RICHMOND,-33.61644,150.74735,21,88,,,0,0,0.2,2.5
ROUSE HILL,-33.68276,150.90371,73,88,,0.2,0,0.1,0.7,2.1
ROZELLE,-33.86435,151.16393,22,88,11,0.1,0,0.1,0.8,2.1
SINGLETON,-32.55748,151.17688,42,88,,,0,0.6,1.1,
ST MARYS,-33.79516,150.7668,29,88,,,,0.1,0.3,2.3
STOCKTON,-32.90197,151.78427,5,88,,,0.2,0.2,0.9,
WALLSEND,-32.89439,151.67021,8,88,,,1,0.1,1.2,1.6
WOLLONGONG,-34.41706,150.88733,15,88,,0.1,0,0,0.4,2.7
WYONG,-33.27897,151.43241,3,88,,0.1,0,0,0.4,2.6
BARGO,-34.3063,150.5806,365,89,,,0,0.2,0.7,2.2
BERESFIELD,-32.79679,151.66102,14,89,,,0.3,0.7,1,1.4
BRADFIELD HIGHWAY,-33.84343,151.21142,36,89,,0.3,0.1,4.3,2.5,0.8
BRINGELLY,-33.91765,150.76193,53,89,13.2,,0,0.1,0.4,1.5
CAMDEN,-34.0417,150.69014,73,89,,0.2,,0.1,0.3,2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,89,,0.3,0,1.2,1.5,1.3
CARRINGTON,-32.90972,151.7633,5,89,,,0.1,1,0.9,
CHULLORA,-33.89157,151.04606,32,89,,0.1,0,0.9,1.2,1.5
COFFS HARBOUR,-30.29831,153.11808,21,89,,0.2,,0.1,0.5,2.6
COOK AND PHILLIP,-33.87247,151.21334,26,89,,0.1,0,0.7,1.7,1.1
EARLWOOD,-33.91618,151.13579,7,89,,,,1.4,1.3,1.4
GOULBURN,-34.73451,149.72421,702,89,,,,0.8,0.8,1.4
GUNNEDAH,-30.98188,150.26067,272,89,,,,0.3,0.7,1.9
KEMBLA GRANGE,-34.47442,150.81916,5,89,,,,0.1,0.5,2
LIDCOMBE,-33.88141,151.04678,39,89,,0.3,,0.3,1.3,1.5
LIVERPOOL,-33.9313,150.9073,22,89,19,0.3,0.1,1.7,1.5,1.4
MACQUARIE PARK,-33.76528,151.11777,49,89,,0.3,0,0.1,0.5,1.4
MAYFIELD,-32.88506,151.72835,5,89,,,0.1,0.9,1.2,
MERRIWA,-32.12578,150.4593,406,89,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,89,,,0.2,1.7,1.2,
NEWCASTLE,-32.93118,151.75963,5,89,,0.4,0.1,0.9,0.7,1.9
OAKDALE,-34.05171,150.49819,457,89,,,,0,0,2.9
PENRITH,-33.7269,150.7038,27,89,,0.3,0,0.6,0.9,1.2
PORT MACQUARIE,-31.44776,152.87653,73,89,,0.2,0,0.1,0.4,2.2
RANDWICK,-33.93178,151.2428,28,89,15.8,,0.1,0.2,1,1.7
RICHMOND,-33.61644,150.74735,21,89,,,0,0,0.4,1.6
ROUSE HILL,-33.68276,150.90371,73,89,,0.2,0,0,0.5,2.1
ROZELLE,-33.86435,151.16393,22,89,14.9,0.3,0,0.2,1.2,1.6
SINGLETON,-32.55748,151.17688,42,89,,,0.2,0.5,0.7,
ST MARYS,-33.79516,150.7668,29,89,,,,0.2,0.4,1.4
STOCKTON,-32.90197,151.78427,5,89,,,0,1,1,
WALLSEND,-32.89439,151.67021,8,89,,,0.5,0.4,0.9,1.5
WOLLONGONG,-34.41706,150.88733,15,89,,0.2,0,0.2,0.8,2.2
WYONG,-33.27897,151.43241,3,89,,0.1,0,0.1,0.5,1.9
BARGO,-34.3063,150.5806,365,90,,,0,0.3,0.4,1.9
BERESFIELD,-32.79679,151.66102,14,90,,,0.2,1.4,1,1
BRADFIELD HIGHWAY,-33.84343,151.21142,36,90,,0.3,0.1,3.4,2.1,0.8
BRINGELLY,-33.91765,150.76193,53,90,16.3,,0.1,0.2,0.2,1.1
CAMDEN,-34.0417,150.69014,73,90,,0.2,,0.1,0.4,1.1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,90,,0.3,0,0.7,1,1
CARRINGTON,-32.90972,151.7633,5,90,,,0.2,1.6,1.4,
CHULLORA,-33.89157,151.04606,32,90,,0.1,0.1,0.6,0.7,1.4
COFFS HARBOUR,-30.29831,153.11808,21,90,,0.1,,0.1,0.3,1.7
COOK AND PHILLIP,-33.87247,151.21334,26,90,,0.1,0,0.9,1.7,0.7
EARLWOOD,-33.91618,151.13579,7,90,,,,1.6,1,1.1
GOULBURN,-34.73451,149.72421,702,90,,,,0,0.2,2.1
GUNNEDAH,-30.98188,150.26067,272,90,,,,0.3,0.7,1.4
KEMBLA GRANGE,-34.47442,150.81916,5,90,,,,0,0.3,2
LIDCOMBE,-33.88141,151.04678,39,90,,0.3,,0.4,1,1.4
LIVERPOOL,-33.9313,150.9073,22,90,18.9,0.3,0.1,1.5,1,1.3
MACQUARIE PARK,-33.76528,151.11777,49,90,,0.3,0.1,0,0.3,1.3
MAYFIELD,-32.88506,151.72835,5,90,,,0.2,1.4,1.2,
MERRIWA,-32.12578,150.4593,406,90,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,90,,,0,0.7,0.5,
NEWCASTLE,-32.93118,151.75963,5,90,,0.3,0.1,1.2,1.1,1.1
OAKDALE,-34.05171,150.49819,457,90,,,,0,0,2.6
PENRITH,-33.7269,150.7038,27,90,,0.1,0,0.7,0.3,1.2
PORT MACQUARIE,-31.44776,152.87653,73,90,,0.3,0,0.2,0.4,1.1
RANDWICK,-33.93178,151.2428,28,90,11.4,,0.1,0.2,0.8,1.6
RICHMOND,-33.61644,150.74735,21,90,,,0.1,0.2,0.3,1.3
ROUSE HILL,-33.68276,150.90371,73,90,,0.2,0.1,0,0.3,1.8
ROZELLE,-33.86435,151.16393,22,90,12.1,0.3,0.1,0.2,0.8,1.6
SINGLETON,-32.55748,151.17688,42,90,,,0.2,0.8,0.7,
ST MARYS,-33.79516,150.7668,29,90,,,,0.2,0.3,1.3
STOCKTON,-32.90197,151.78427,5,90,,,0.3,2.2,1.8,
WALLSEND,-32.89439,151.67021,8,90,,,0.4,0.9,0.8,1.2
WOLLONGONG,-34.41706,150.88733,15,90,,0.2,0,0.5,1.1,1.5
WYONG,-33.27897,151.43241,3,90,,0.1,0,0.1,0.4,1.3
BARGO,-34.3063,150.5806,365,91,,,0,0,0,3
BERESFIELD,-32.79679,151.66102,14,91,,,0.1,0.8,0.9,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,91,,0.2,0.1,4.1,2.5,1.2
BRINGELLY,-33.91765,150.76193,53,91,7.9,,0,,,2.1
CAMDEN,-34.0417,150.69014,73,91,,0.1,,0,0.1,2.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,91,,0.2,0,0.1,0.6,2
CARRINGTON,-32.90972,151.7633,5,91,,,0.1,0.9,1.2,
CHULLORA,-33.89157,151.04606,32,91,,0,0,0.6,0.9,2
COFFS HARBOUR,-30.29831,153.11808,21,91,,0.3,,0.3,0.9,1.5
COOK AND PHILLIP,-33.87247,151.21334,26,91,,0.1,0,0.9,1.9,0.9
EARLWOOD,-33.91618,151.13579,7,91,,,,0.2,0.9,1.7
GOULBURN,-34.73451,149.72421,702,91,,,,-0.1,0.1,2.9
GUNNEDAH,-30.98188,150.26067,272,91,,,,0.5,0.6,1.9
KEMBLA GRANGE,-34.47442,150.81916,5,91,,,,0,0.1,2.8
LIDCOMBE,-33.88141,151.04678,39,91,,0.2,,0.2,0.7,2.2
LIVERPOOL,-33.9313,150.9073,22,91,11.1,0.1,0,0.5,0.7,2
MACQUARIE PARK,-33.76528,151.11777,49,91,,0.2,0,0.1,0.7,1.9
MAYFIELD,-32.88506,151.72835,5,91,,,0,0.9,1.4,
MERRIWA,-32.12578,150.4593,406,91,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,91,,,0,1,0.9,
NEWCASTLE,-32.93118,151.75963,5,91,,0.2,0.1,0.8,1.1,1.8
OAKDALE,-34.05171,150.49819,457,91,,,,0,0,3.1
PENRITH,-33.7269,150.7038,27,91,,0.2,0,0.9,0.8,1.8
PORT MACQUARIE,-31.44776,152.87653,73,91,,0.2,0,0.1,0.5,1.6
RANDWICK,-33.93178,151.2428,28,91,9.5,,0,0.1,0.6,2.2
RICHMOND,-33.61644,150.74735,21,91,,,0,0,0.1,2.4
ROUSE HILL,-33.68276,150.90371,73,91,,0.1,0,0.1,0.6,2.4
ROZELLE,-33.86435,151.16393,22,91,9.7,0.2,0,0.1,0.6,2.3
SINGLETON,-32.55748,151.17688,42,91,,,0,0.4,1.3,
ST MARYS,-33.79516,150.7668,29,91,,,,0.6,0.5,2.1
STOCKTON,-32.90197,151.78427,5,91,,,0.1,1,1.3,
WALLSEND,-32.89439,151.67021,8,91,,,0.3,0.4,1,1.7
WOLLONGONG,-34.41706,150.88733,15,91,,0.1,0,0,0.4,2.5
WYONG,-33.27897,151.43241,3,91,,0.1,0,0.2,0.7,2
BARGO,-34.3063,150.5806,365,92,,,0,0.5,1,1.8
BERESFIELD,-32.79679,151.66102,14,92,,,0.1,1.5,1.6,0.9
BRADFIELD HIGHWAY,-33.84343,151.21142,36,92,,0.3,0.1,5.7,2.7,1.1
BRINGELLY,-33.91765,150.76193,53,92,15.5,,0,0.4,0.6,1.6
CAMDEN,-34.0417,150.69014,73,92,,0.1,,0.1,0.6,2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,92,,0.2,0,1.2,1.3,1.4
CARRINGTON,-32.90972,151.7633,5,92,,,0.1,1.5,1.3,
CHULLORA,-33.89157,151.04606,32,92,,0.2,0,2.3,1.4,1.6
COFFS HARBOUR,-30.29831,153.11808,21,92,,0.2,,0.9,0.9,1.7
COOK AND PHILLIP,-33.87247,151.21334,26,92,,0.1,0,1.8,1.9,1.1
EARLWOOD,-33.91618,151.13579,7,92,,,,,,
GOULBURN,-34.73451,149.72421,702,92,,,,1.4,1,1.4
GUNNEDAH,-30.98188,150.26067,272,92,,,,0.4,0.4,2
KEMBLA GRANGE,-34.47442,150.81916,5,92,,,,0.4,0.6,1.9
LIDCOMBE,-33.88141,151.04678,39,92,,0.3,,1.6,1.6,1.5
LIVERPOOL,-33.9313,150.9073,22,92,26.9,0.2,0.1,3.2,1.8,1.5
MACQUARIE PARK,-33.76528,151.11777,49,92,,0.3,0,0.6,0.9,1.2
MAYFIELD,-32.88506,151.72835,5,92,,,0.1,1.3,1.5,
MERRIWA,-32.12578,150.4593,406,92,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,92,,,0.2,3.2,1.4,
NEWCASTLE,-32.93118,151.75963,5,92,,0.2,0.1,0.8,0.8,1.7
OAKDALE,-34.05171,150.49819,457,92,,,,0,0.1,2.9
PENRITH,-33.7269,150.7038,27,92,,0.3,0.1,1.6,1.2,1.1
PORT MACQUARIE,-31.44776,152.87653,73,92,,,,,,
RANDWICK,-33.93178,151.2428,28,92,16.1,,0,0.7,1.1,1.7
RICHMOND,-33.61644,150.74735,21,92,,,0,0.5,0.6,1.3
ROUSE HILL,-33.68276,150.90371,73,92,,0.3,0,0.5,1.4,1.5
ROZELLE,-33.86435,151.16393,22,92,17.3,0.3,0,1.3,1.4,1.6
SINGLETON,-32.55748,151.17688,42,92,,,0.2,2.1,1.5,
ST MARYS,-33.79516,150.7668,29,92,,,,0.7,0.6,1.2
STOCKTON,-32.90197,151.78427,5,92,,,0.1,1.1,1.5,
WALLSEND,-32.89439,151.67021,8,92,,,0.1,1.1,1.1,1.1
WOLLONGONG,-34.41706,150.88733,15,92,,0.3,0,0.8,1.1,2
WYONG,-33.27897,151.43241,3,92,,0.1,0,0.1,0.6,1.9
BARGO,-34.3063,150.5806,365,93,,,0,1.1,1.2,1.4
BERESFIELD,-32.79679,151.66102,14,93,,,0.3,2.7,1.5,0.5
BRADFIELD HIGHWAY,-33.84343,151.21142,36,93,,0.3,0.1,6.9,3.2,0.1
BRINGELLY,-33.91765,150.76193,53,93,23.4,,0,1,0.7,0.6
CAMDEN,-34.0417,150.69014,73,93,,0.3,,0.6,0.9,1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,93,,0.3,0.1,3,1.8,0.6
CARRINGTON,-32.90972,151.7633,5,93,,,0.2,3.6,2,
CHULLORA,-33.89157,151.04606,32,93,,0.3,0.1,5.3,2,0.8
COFFS HARBOUR,-30.29831,153.11808,21,93,,0.3,,0.8,1,1.6
COOK AND PHILLIP,-33.87247,151.21334,26,93,,0.2,0.1,2.4,2.4,0.5
EARLWOOD,-33.91618,151.13579,7,93,,,,,,
GOULBURN,-34.73451,149.72421,702,93,,,,1.2,0.8,1.1
GUNNEDAH,-30.98188,150.26067,272,93,,,,0.5,0.8,1.6
KEMBLA GRANGE,-34.47442,150.81916,5,93,,,,1.3,1.1,1.1
LIDCOMBE,-33.88141,151.04678,39,93,,0.4,0.1,3.3,2,0.7
LIVERPOOL,-33.9313,150.9073,22,93,54.3,0.4,0.1,6.7,2.1,0.7
MACQUARIE PARK,-33.76528,151.11777,49,93,,0.4,0,0.8,0.7,0.9
MAYFIELD,-32.88506,151.72835,5,93,,,0.2,3.4,2,
MERRIWA,-32.12578,150.4593,406,93,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,93,,,0.2,2.3,1.4,
NEWCASTLE,-32.93118,151.75963,5,93,,0.4,0.1,2.7,1.6,1.1
OAKDALE,-34.05171,150.49819,457,93,,,,0,0.2,
PENRITH,-33.7269,150.7038,27,93,,0.4,0.1,2.4,1.1,0.7
PORT MACQUARIE,-31.44776,152.87653,73,93,,,,,,
RANDWICK,-33.93178,151.2428,28,93,18.9,,0.1,1.2,1.8,0.7
RICHMOND,-33.61644,150.74735,21,93,,,0.1,0.6,0.8,0.9
ROUSE HILL,-33.68276,150.90371,73,93,,0.2,0.1,0.3,0.7,1.4
ROZELLE,-33.86435,151.16393,22,93,,0.3,0.1,1.4,1.9,0.5
SINGLETON,-32.55748,151.17688,42,93,,,0.2,3.5,1.3,
ST MARYS,-33.79516,150.7668,29,93,,,,0.6,0.7,0.6
STOCKTON,-32.90197,151.78427,5,93,,,0.2,2.8,2.2,
WALLSEND,-32.89439,151.67021,8,93,,,0.2,1.7,1.3,0.7
WOLLONGONG,-34.41706,150.88733,15,93,,0.4,0.1,4.1,1.9,0.8
WYONG,-33.27897,151.43241,3,93,,0.1,0.1,0.4,0.8,1.3
BARGO,-34.3063,150.5806,365,94,,,0,0.2,1,1.3
BERESFIELD,-32.79679,151.66102,14,94,,,0.3,3.6,1.2,0.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,94,,0.4,0.2,7.3,3.4,0.2
BRINGELLY,-33.91765,150.76193,53,94,18.8,,0,0.9,0.4,0.9
CAMDEN,-34.0417,150.69014,73,94,,0.2,,0.5,0.8,1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,94,,0.3,0,2,1.5,0.8
CARRINGTON,-32.90972,151.7633,5,94,,,0.2,4.4,1.7,
CHULLORA,-33.89157,151.04606,32,94,,0.3,0.1,4.8,2,0.8
COFFS HARBOUR,-30.29831,153.11808,21,94,,0.3,,0.6,1,1.5
COOK AND PHILLIP,-33.87247,151.21334,26,94,,,,,,
EARLWOOD,-33.91618,151.13579,7,94,,,,5.8,1.9,0.7
GOULBURN,-34.73451,149.72421,702,94,,,,1.2,1,0.9
GUNNEDAH,-30.98188,150.26067,272,94,,,,0.5,0.7,1.7
KEMBLA GRANGE,-34.47442,150.81916,5,94,,,,1.5,0.8,1.3
LIDCOMBE,-33.88141,151.04678,39,94,,0.5,0.1,4.4,2.2,0.8
